Scheme Name	Net Asset Value
Tata Ethical Fund -Direct Plan- Growth Option	430.8460
Tata Ethical Fund- Direct Plan - Payout of IDCW Option	236.5205
Tata Ethical Fund- Regular Plan - Payout of IDCW Option	153.9305
Tata Ethical Fund-Regular Plan - Growth Option	377.6701
Tata Housing Opportunities Fund - Direct Plan - Growth	15.9344
Tata Housing Opportunities Fund - Direct Plan - IDCW Payout	15.9344
Tata Housing Opportunities Fund - Direct Plan - IDCW Reinvestment	15.9344
Tata Housing Opportunities Fund - Regular Plan - Growth	15.1758
Tata Housing Opportunities Fund - Regular Plan - IDCW Payout	15.1758
Tata Housing Opportunities Fund - Regular Plan - IDCW Reinvestment	15.1758
TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	49.6188
TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	49.6188
TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	39.7971
TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	39.7971
Tata India Consumer Fund-Direct Plan-Growth	49.6188
Tata India Consumer Fund-Regular Plan-Growth	43.1568
Tata India Innovation Fund- Direct Growth	9.7097
Tata India Innovation Fund- Direct IDCW payout	9.7097
Tata India Innovation Fund- Direct IDCW Reinvestment	9.7097
Tata India Innovation Fund- Regular Growth	9.6237
Tata India Innovation Fund- Regular IDCW payout	9.6237
Tata India Innovation Fund- Regular IDCW Reinvestment	9.6237
TATA India Pharma & Health Care Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	34.1641
TATA India Pharma & Health Care Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	29.4039
TATA India Pharma & Healthcare Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	34.1641
TATA India Pharma & Healthcare Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	29.4039
Tata India Pharma & Healthcare Fund-Direct Plan-Growth	34.1641
Tata India Pharma & Healthcare Fund-Regular Plan-Growth	29.4039
Tata Infrastructure Fund -Direct Plan -Growth Option	185.0288
TATA Infrastructure Fund Regular Plan - Payout of IDCW Option	80.7373
Tata Infrastructure Fund- Direct Plan - Payout of IDCW Option	96.9510
Tata Infrastructure Fund-Regular Plan- Growth Option	170.3311
TATA Quant Equity Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	0.0000
TATA Quant Equity Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	0.0000
TATA Quant Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	0.0000
TATA Quant Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	0.0000
Tata Quant Fund-Direct Plan-Growth	0.0000
Tata Quant Fund-Regular Plan-Growth	0.0000
TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	51.4834
TATA Resources & Energy Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	51.4834
TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	40.1819
TATA Resources & Energy Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	40.1819
Tata Resources & Energy Fund-Direct Plan-Growth	51.4834
Tata Resources & Energy Fund-Regular Plan-Growth	43.9300
Taurus Banking & Financial Services Fund - Direct Plan - Growth	60.06
Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	59.36
Taurus Banking & Financial Services Fund - Regular Plan - Growth	53.77
Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	48.13
Taurus Ethical Fund -  Regular Plan - Bonus Option	126.78
Taurus Ethical Fund - Direct Plan - Growth	142.66
Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	95.76
Taurus Ethical Fund - Regular Plan - Growth	126.80
Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	85.72
Taurus Ethical Fund-Direct Plan-Bonus Option #	46.75
Taurus Infrastructure Fund - Direct Plan - Growth 	72.27
Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	67.30
Taurus Infrastructure Fund - Regular Plan - Growth	67.38
Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	63.28
Union Active Momentum Fund - Direct Plan - Growth Option	8.78
Union Active Momentum Fund - Direct Plan - IDCW Option	8.78
Union Active Momentum Fund - Regular Plan - Growth Option	8.72
Union Active Momentum Fund - Regular Plan - IDCW Option	8.72
Union Business Cycle Fund - Direct Plan - Growth Option	11.23
Union Business Cycle Fund - Direct Plan - IDCW Option	11.23
Union Business Cycle Fund - Regular Plan - Growth Option	11.02
Union Business Cycle Fund - Regular Plan - IDCW Option	11.02
Union Innovation & Opportunities Fund - Direct Plan - Growth Option	13.94
Union Innovation & Opportunities Fund - Direct Plan - IDCW Option	13.94
Union Innovation & Opportunities Fund - Regular Plan - Growth Option	13.58
Union Innovation & Opportunities Fund - Regular Plan - IDCW Option	13.58
UTI Banking and Financial Services Fund - Direct Plan - Growth Option	216.6605
UTI Banking and Financial Services Fund - Direct Plan - IDCW	84.7972
UTI Banking and Financial Services Fund - Regular Plan - Growth Option	190.2418
UTI Banking and Financial Services Fund - Regular Plan - IDCW	74.0412
UTI Healthcare Fund - Direct Plan - Growth Option	314.1417
UTI Healthcare Fund - Direct Plan - IDCW	242.8086
UTI Healthcare Fund - Regular Plan - Growth Option	278.7823
UTI Healthcare Fund - Regular Plan - IDCW	215.4598
UTI India Consumer Fund - Direct Plan - Growth Option	61.6088
UTI India Consumer Fund - Direct Plan - IDCW	54.0856
UTI India Consumer Fund - Regular Plan - Growth Option	56.9635
UTI India Consumer Fund - Regular Plan - IDCW	49.794
UTI Infrastructure Fund - Direct Plan - IDCW	77.5072
UTI Infrastructure Fund - Regular Plan - IDCW	73.7137
UTI Infrastructure Fund-Growth Option	141.04
UTI Infrastructure Fund-Growth Option- Direct	148.1114
UTI - MNC Fund - Growth Option - Direct	424.5295
UTI - MNC Fund - Regular Plan - Growth Option	381.3186
UTI MNC Fund - Direct Plan - IDCW	220.2174
UTI MNC Fund - Regular Plan - IDCW	196.6021
UTI Transportation and Logistics Fund - Direct Plan - IDCW	135.9875
UTI Transportation and Logistics Fund - Regular Plan - IDCW	118.3925
UTI-Transportation and Logistics  Fund-Growth Option	256.7558
UTI-Transportation and Logistics  Fund-Growth Option- Direct	294.028
UTI Innovation Fund - Direct Plan - Growth Option	11.6861
UTI Innovation Fund - Direct Plan - Payout of IDCW Option	11.6861
UTI Innovation Fund - Regular Plan - Growth Option	11.4053
UTI Innovation Fund - Regular Plan - Payout of IDCW Option	11.4054
UTI Quant Fund - Direct Plan - Growth Option	10.7011
UTI Quant Fund - Regular Plan - Growth Option	10.6241
WhiteOak Capital Banking & Financial Services Fund - Direct Growth	12.702
WhiteOak Capital Banking & Financial Services Fund - Regular Growth	12.404
WhiteOak Capital Digital Bharat Fund Direct Plan Growth	10.418
WhiteOak Capital Digital Bharat Fund Regular Plan Growth	10.293
WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth	10.554
WhiteOak Capital ESG Best-In-Class Strategy Fund Regular Plan Growth	10.434
WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth	13.407
WhiteOak Capital Pharma and Heathcare Fund Regular Plan Growth	13.085
WhiteOak Capital Quality Equity Fund Direct Plan Growth	10.524
WhiteOak Capital Quality Equity Fund Regular Plan Growth	10.450
WhiteOak Capital Special Opportunities Fund - Direct Growth	13.017
WhiteOak Capital Special Opportunities Fund - Regular Growth	12.734
Aditya Birla Sun Life Small Cap Fund - GROWTH	84.926
Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan	96.3825
Aditya Birla Sun Life Small Cap Fund -Direct - IDCW	71.9493
Aditya Birla Sun Life Small Cap Fund -Regular - IDCW	37.3802
Axis Small Cap Fund - Direct Plan - Growth	121.54
Axis Small Cap Fund - Direct Plan - IDCW	53.61
Axis Small Cap Fund - Regular Plan - Growth	105.26
Axis Small Cap Fund - Regular Plan - IDCW	45.84
BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH	49.937
BANDHAN SMALL CAP FUND - DIRECT PLAN IDCW	37.016
BANDHAN SMALL CAP FUND - REGULAR PLAN GROWTH	45.809
BANDHAN SMALL CAP FUND - REGULAR PLAN IDCW	33.965
BANK OF INDIA Small Cap Fund Direct Plan Growth	50.73
BANK OF INDIA Small Cap Fund Direct Plan IDCW	37.99
BANK OF INDIA Small Cap Fund Regular Plan Growth	45.52
BANK OF INDIA Small Cap Fund Regular Plan IDCW	33.18
Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option	13.1699
Baroda BNP Paribas Small Cap Fund - Direct Plan - IDCW option	12.8515
Baroda BNP Paribas Small Cap Fund - Regular Plan - Growth option	12.8516
Baroda BNP Paribas Small Cap Fund - Regular Plan - IDCW option	12.5232
CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION	42.6600
CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	38.9300
CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION	38.6500
CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	34.8500
DSP Small Cap Fund - Direct Plan - Growth	214.21
DSP Small Cap Fund - Direct Plan - IDCW	63.764
DSP Small Cap Fund - Regular - Growth	195.083
DSP Small Cap Fund - Regular - IDCW	57.952
Edelweiss Small Cap Fund - Direct Plan - Growth	47.892
Edelweiss Small Cap Fund - Direct Plan - IDCW Option	41.898
Edelweiss Small Cap Fund - Regular Plan - Growth	43.363
Edelweiss Small Cap Fund - Regular Plan - IDCW Option	37.681
Franklin India Smaller Companies Fund - Direct - Growth	193.2477
Franklin India Smaller Companies Fund - Direct - IDCW 	55.9554
Franklin India Smaller Companies Fund - IDCW 	47.4183
Franklin India Smaller Companies Fund-Growth	170.8375
HDFC Small Cap Fund - Growth Option	135.625
HDFC Small Cap Fund - Growth Option - Direct Plan	154.105
HDFC Small Cap Fund - IDCW Option	43.562
HDFC Small Cap Fund - IDCW Option - Direct Plan	66.565
HSBC Small Cap Fund - Direct Growth	90.7579
HSBC Small Cap Fund - Direct IDCW	46.9644
HSBC Small Cap Fund - Regular Growth	81.7391
HSBC Small Cap Fund - Regular IDCW	40.6458
ICICI Prudential Smallcap Fund - Direct Plan - Growth	96.03
ICICI Prudential Smallcap Fund - Direct Plan - IDCW	69.58
ICICI Prudential Smallcap Fund - Growth	85.61
ICICI Prudential Smallcap Fund - IDCW	34.93
ICICI Prudential Smallcap Fund - Institutional Growth	18.65
Invesco India Smallcap Fund - Direct Plan - Growth	45.88
Invesco India Smallcap Fund - Direct Plan - IDCW (Payout / Reinvestment)	37.38
Invesco India Smallcap Fund - Regular Plan - Growth	41.45
Invesco India Smallcap Fund - Regular Plan - IDCW (Payout / Reinvestment)	32.99
ITI Small Cap Fund - Direct Plan - Growth Option	31.2732
ITI Small Cap Fund - Direct Plan - IDCW Option	30.2584
ITI Small Cap Fund - Regular Plan - Growth Option	28.2061
ITI Small Cap Fund - Regular Plan - IDCW Option	27.2117
JM Small Cap Fund (Direct) - Growth Option	10.0869
JM Small Cap Fund (Direct) - IDCW Option	10.0871
JM Small Cap Fund (Regular) - Growth Option	9.9131
JM Small Cap Fund (Regular) - IDCW Option	9.9131
Kotak-Small Cap Fund - Growth	260.09
Kotak-Small Cap Fund - Growth - Direct	304.934
Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option	113.468
Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct	133.936
LIC MF Small Cap Fund-Direct Plan-Growth	33.1325
LIC MF Small Cap Fund-Direct Plan-IDCW	33.1274
LIC MF Small Cap Fund-Regular Plan-Growth	29.6331
LIC MF Small Cap Fund-Regular Plan-IDCW	29.6328
Mahindra Manulife Small Cap Fund - Direct Plan - Growth	19.6213
Mahindra Manulife Small Cap Fund - Direct Plan - IDCW	19.6213
Mahindra Manulife Small Cap Fund - Regular Plan - Growth	18.8243
Mahindra Manulife Small Cap Fund - Regular Plan - IDCW	18.8243
Mirae Asset Small Cap Fund - Direct Plan - Growth	11.065
Mirae Asset Small Cap Fund - Direct Plan - IDCW	11.064
Mirae Asset Small Cap Fund - Regular Plan - Growth	10.991
Mirae Asset Small Cap Fund - Regular Plan - IDCW	11.001
Motilal Oswal Small Cap Fund - Direct - Growth	14.0304
Motilal Oswal Small Cap Fund - Direct IDCW	14.0304
Motilal Oswal Small Cap Fund - Regular - Growth	13.7313
Motilal Oswal Small Cap Fund - Regular - IDCW	13.7315
NIPPON INDIA SMALL CAP FUND - Direct Plan - IDCW Option	102.9167
Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option	187.4300
Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option	187.4300
Nippon India Small Cap Fund - Growth Plan - Bonus Option	167.3566
Nippon India Small Cap Fund - Growth Plan - Growth Option	167.3566
NIPPON INDIA SMALL CAP FUND - IDCW Option	88.1937
PGIM India Small Cap Fund - Direct Plan - IDCW Option	14.41
PGIM India Small Cap Fund - Direct Plan- Growth Option	16.75
PGIM India Small Cap Fund - Regular Plan - Growth Option	15.67
PGIM India Small Cap Fund - Regular Plan - IDCW Option	13.94
quant Small Cap Fund - Growth - Regular Plan	250.0132
quant Small Cap Fund - Growth Option - Direct Plan	271.4479
quant Small Cap Fund - IDCW Option - Direct Plan	212.1903
quant Small Cap Fund - IDCW Option - Regular Plan	198.8242
QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION	12.71
QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION	12.40
SBI Small Cap Fund - Direct Plan - Growth	192.9730
SBI Small Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	131.7122
SBI Small Cap Fund - Regular Plan - Growth	168.7251
SBI Small Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	99.6799
Sundaram Small Cap Fund Direct Plan - Growth	281.0009
Sundaram Small Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	39.5119
Sundaram Small Cap Fund Regular Plan - Growth	254.0259
Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	34.7593
TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	44.5065
TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	39.6710
Tata Small Cap Fund-Direct Plan-Growth	44.5065
Tata Small Cap Fund-Regular Plan-Growth	39.6710
TATA SmallCap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option 	44.5065
TATA SmallCap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	39.6710
TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH	10.23
TRUSTMF SMALL CAP FUND -DIRECT PLAN-IDCW	10.23
TRUSTMF SMALL CAP FUND -REGULAR PLAN- IDCW	10.12
TRUSTMF SMALL CAP FUND -REGULAR PLAN-GROWTH	10.12
Union Small Cap Fund - Direct Plan - Growth Option	52.31
Union Small Cap Fund - Direct Plan - IDCW Option	39.16
Union Small Cap Fund - Regular Plan - Growth Option	47.42
Union Small Cap Fund - Regular Plan - IDCW Option	41.18
UTI Small Cap Fund - Direct Plan - Growth Option	27.6633
UTI Small Cap Fund - Direct Plan - IDCW (Payout)	27.6633
UTI Small Cap Fund - Regular Plan - Growth Option	25.7481
UTI Small Cap Fund - Regular Plan - IDCW (Payout)	25.7479
Aditya Birla Sun Life Pure Value Fund - Direct - IDCW	79.1557
Aditya Birla Sun Life Pure Value Fund - Growth - Direct Plan	139.1323
Aditya Birla Sun Life Pure Value Fund - Growth Option	123.6625
Aditya Birla Sun Life Pure Value Fund - Regular - IDCW	43.3996
Axis Value Fund - Direct Plan - Growth	19.10
Axis Value Fund - Direct Plan - IDCW	17.53
Axis Value Fund - Regular Plan - Growth	18.12
Axis Value Fund - Regular Plan - IDCW	16.64
Bandhan Value Fund - Direct Plan - Growth	166.002
Bandhan Value Fund - Direct Plan - IDCW	51.176
Bandhan Value Fund - Regular Plan - Growth	146.501
Bandhan Value Fund - Regular Plan - IDCW	39.084
Baroda BNP Paribas Value Fund - Direct Plan - Growth option	14.1294
Baroda BNP Paribas Value Fund - Direct Plan - IDCW option	12.8835
Baroda BNP Paribas Value Fund - Regular Plan - Growth option	13.7318
Baroda BNP Paribas Value Fund - Regular Plan - IDCW option	12.5202
Canara Robeco Value Fund - Direct Plan - Growth Option	19.2900
Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment)	19.0900
Canara Robeco Value Fund - Regular Plan - Growth Option	18.1600
Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment)	17.9800
DSP Value Fund - Direct Plan - Growth	21.861
DSP Value Fund - Direct Plan - IDCW	18.049
DSP Value Fund - Regular Plan - Growth	21.118
DSP Value Fund - Regular Plan - IDCW	16.071
Templeton India Value Fund - Direct - Growth	790.7772
Templeton India Value Fund - Direct - IDCW 	116.7618
Templeton India Value Fund - Growth Plan	709.5676
Templeton India Value Fund - IDCW 	101.5487
Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option	31.8449
Groww Value Fund (formerly known as Indiabulls Value Fund) - Regular Plan - Growth Option	26.7402
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	31.7274
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	25.498
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	23.3551
